,id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,valence,year,duration-min,popularity,release_month
2603,1317,0.163,0.503,0.705,0,0.111,2,0.0637,-10.006,0,2005-10-08,0.0445,96.853,0.537,2005,6.2,1,10
2604,1719,0.0593,0.691,0.337,0,0.000822,7,0.4857,-17.054000000000002,1,1984-01-01,0.0264,109.03299999999999,0.67,1984,3.4,3,1
2605,15892,0.00014,0.46799999999999997,0.769,1,0.00124,4,0.271,-7.0360000000000005,1,1999-09-11,0.040999999999999995,104.102,0.17,1999,4.5,4,9
2606,9884,0.13,0.653,0.652,0,1.58e-05,7,0.20199999999999999,-9.304,0,1976-01-01,0.0427,115.38799999999999,0.846,1976,4.1,4,1
2607,14512,0.0773,0.5489999999999999,0.42700000000000005,0,0.0,0,0.11800000000000001,-6.6579999999999995,1,2017-10-11,0.0323,114.02799999999999,0.32299999999999995,2017,4.3,4,10
2608,15870,0.8809999999999999,0.613,0.868,0,0.0281,3,0.303,-9.066,1,1971-10-27,0.0778,104.36399999999999,0.963,1971,2.3,3,10
2609,58,0.7979999999999999,0.5589999999999999,0.39899999999999997,0,0.0,3,0.23800000000000002,-4.73,1,2002-01-01,0.0341,90.037,0.841,2002,3.1,3,1
2610,4561,0.601,0.8290000000000001,0.535,0,4.4200000000000004e-05,1,0.107,-13.229000000000001,0,1981-01-01,0.0385,121.569,0.794,1981,3.8,3,1
2611,11003,0.8240000000000001,0.851,0.61,0,0.0,6,0.0487,-5.727,1,1982-12-17,0.0489,125.735,0.9620000000000001,1982,4.8,3,12
2612,5006,0.593,0.257,0.42100000000000004,0,0.139125,0,0.10300000000000001,-13.232000000000001,1,1968-01-01,0.0325,133.05100000000002,0.22899999999999998,1968,4.8,2,1
2613,16116,0.779,0.6990000000000001,0.304,1,0.000993,1,0.13699999999999998,-11.192,1,2018-03-16,0.0993,119.705,0.271,2018,2.7,5,3
2614,3771,0.797,0.353,0.354,0,0.0,10,0.4857,-13.448,1,2004-01-01,0.0575,90.56299999999999,0.71,2004,2.8,3,1
2615,13492,0.782,0.401,0.326,0,0.139125,11,0.129,-15.687999999999999,0,1940-01-01,0.0477,116.735,0.532,1940,3.4,1,1
2616,5479,0.278,0.589,0.6579999999999999,0,0.0,8,0.45399999999999996,-8.456,0,1960-01-01,0.0308,134.004,0.89,1960,2.5,2,1
2617,3301,0.0024,0.434,0.7,0,0.113,5,0.13,-6.835,1,1970-01-01,0.0332,141.221,0.607,1970,6.650000000000001,2,1
2618,861,0.643,0.6629999999999999,0.475,0,0.0,1,0.122,-8.834,1,1995-01-01,0.0417,143.175,0.644,1995,3.2,4,1
2619,4742,0.0112,0.204,0.765,0,0.0,2,0.39899999999999997,-5.722,1,2019-02-12,0.0416,80.49600000000001,0.248,2019,4.5,1,2
2620,9164,0.898,0.615,0.23600000000000002,0,0.00314,2,0.14800000000000002,-16.889,1,2015-12-16,0.0341,138.981,0.244,2015,2.6,1,12
2621,3998,0.536,0.5720000000000001,0.884,0,5.46e-06,5,0.382,-5.916,1,2009-05-25,0.12,118.48200000000001,0.79,2009,4.4,1,5
2622,6621,0.179,0.7759999999999999,0.68,0,0.0,10,0.483,-10.088,1,1975-01-01,0.0389,92.48100000000001,0.9620000000000001,1975,3.8,3,1
2623,1535,0.0317,0.7979999999999999,0.809,0,0.0,5,0.214,-6.152,1,2018-07-12,0.0839,90.006,0.47100000000000003,2018,3.4,2,7
2624,11950,0.00045,0.5489999999999999,0.9109999999999999,0,0.0,2,0.221,-3.4189999999999996,1,2006-01-01,0.0458,118.97,0.499,2006,2.8,3,1
2625,12454,0.00267,0.201,0.888,0,0.0981,9,0.29100000000000004,-5.4910000000000005,0,1997-05-28,0.0707,78.977,0.32899999999999996,1997,3.8,3,5
2626,11165,0.99,0.42,0.36700000000000005,0,0.0634,8,0.084,-10.386,1,1930-01-01,0.0548,122.02600000000001,0.486,1930,3.1,1,1
2627,207,0.662,0.36700000000000005,0.48100000000000004,0,0.0237,11,0.13699999999999998,-12.915,0,1969-12-01,0.0626,155.96,0.38299999999999995,1969,6.5,3,12
2628,16121,0.0834,0.327,0.588,0,0.0,4,0.10400000000000001,-6.611000000000001,1,2009-01-01,0.0336,161.07399999999998,0.32899999999999996,2009,3.9,4,1
2629,13024,0.396,0.467,0.754,0,0.139125,8,0.327,-14.550999999999998,1,1962-01-01,0.0751,131.83100000000002,0.754,1962,6.650000000000001,1,1
2630,2174,0.316,0.591,0.502,0,0.0,1,0.111,-12.609000000000002,1,1957-11-10,0.1452,124.641,0.6940000000000001,1957,2.1,1,11
2631,4224,0.000515,0.84,0.7140000000000001,0,0.0479,9,0.408,-7.031000000000001,1,1997-01-01,0.1452,93.99799999999999,0.34,1997,3.6,4,1
2632,6964,0.643,0.754,0.424,0,0.0,2,0.0652,-8.463,1,1957-02-12,0.0363,119.705,0.8059999999999999,1957,2.2,5,2
2633,869,0.5479999999999999,0.728,0.0847,1,0.0,3,0.391,-19.085,1,1940-01-01,0.1452,82.86200000000001,0.662,1940,1.6,1,1
2634,12350,0.0908,0.904,0.6859999999999999,0,4.6e-05,10,0.0669,-5.922999999999999,0,2002-06-25,0.0387,132.107,0.8959999999999999,2002,4.0,3,6
2635,14905,0.609,0.494,0.9309999999999999,0,0.139125,8,0.361,-3.4539999999999997,0,1996-01-01,0.1452,155.924,0.135,1996,6.3,2,1
2636,15276,0.0084,0.46,0.9620000000000001,0,0.00199,0,0.18600000000000003,-6.447,1,2008-09-23,0.11199999999999999,140.047,0.532,2008,3.3,3,9
2637,6450,0.27399999999999997,0.6579999999999999,0.621,0,0.0,5,0.156,-5.859,0,2019-02-15,0.0287,109.96,0.857,2019,2.0,4,2
2638,9445,0.145,0.833,0.8640000000000001,1,0.0,11,0.11900000000000001,-5.843,0,2018-08-29,0.1452,108.973,0.537,2018,4.7,1,8
2639,11220,0.763,0.136,0.0334,0,0.139125,3,0.11699999999999999,-24.282749999999997,1,1961-01-01,0.034,71.917,0.128,1961,4.6,2,1
2640,14887,0.993,0.449,0.38,0,0.139125,8,0.174,-12.895999999999999,1,1949-01-01,0.1452,183.262,0.677,1949,1.2,1,1
2641,6532,0.00784,0.466,0.9570000000000001,0,0.0,2,0.48,-3.302,1,2007-01-01,0.0637,183.959,0.657,2007,3.8,3,1
2642,7569,4.8599999999999995e-05,0.7829999999999999,0.9059999999999999,0,0.139125,7,0.11900000000000001,-7.428,1,2011-12-28,0.05,127.005,0.126,2011,6.3,1,12
2643,13480,0.735,0.48100000000000004,0.262,0,0.0114,7,0.4857,-15.73,1,1975-12-09,0.0414,122.883,0.375,1975,5.6,4,12
2644,1650,0.48700000000000004,0.537,0.41100000000000003,1,9.21e-06,7,0.3,-14.059000000000001,1,2015-03-31,0.1452,94.292,0.207,2015,3.6,4,3
2645,3854,0.0396,0.609,0.624,0,0.000168,7,0.27699999999999997,-11.717,1,1973-01-01,0.0292,123.191,0.691,1973,3.1,3,1
2646,8370,0.0198,0.685,0.307,0,0.00375,9,0.10800000000000001,-19.125,0,1993-01-01,0.0696,128.994,0.8320000000000001,1993,3.3,2,1
2647,636,0.0032600000000000003,0.807,0.823,0,0.139125,8,0.0699,-4.211,0,2018-07-26,0.0746,124.00299999999999,0.455,2018,6.650000000000001,1,7
2648,5488,0.792,0.594,0.45,0,0.0,11,0.0852,-7.484,1,1969-01-12,0.0327,103.89,0.6409999999999999,1969,3.9,2,1
2649,12770,0.16399999999999998,0.32,0.6,0,0.139125,0,0.154,-8.854,1,1989-01-09,0.0304,115.539,0.514,1989,5.4,2,1
2650,6149,0.0623,0.461,0.883,0,0.000117,11,0.4857,-4.08,1,2010-03-13,0.0718,146.14600000000002,0.556,2010,5.2,3,3
2651,9291,0.995,0.752,0.10800000000000001,0,0.0020800000000000003,4,0.153,-8.435,0,1947-09-29,0.1452,122.70299999999999,0.706,1947,3.2,1,9
2652,1036,0.0171,0.72,0.221,1,0.0,0,0.28300000000000003,-13.545,1,1926-01-01,0.1452,111.92399999999999,0.643,1926,2.2,1,1
2653,7568,0.759,0.21600000000000003,0.0946,0,3.3e-05,0,0.174,-18.257,1,1957-01-01,0.0389,70.163,0.21100000000000002,1957,4.2,1,1
2654,4746,0.9570000000000001,0.40399999999999997,0.5,0,0.139125,10,0.131,-14.296,1,1972-03-04,0.0389,137.779,0.616,1972,2.3,2,3
2655,12980,0.88,0.478,0.23800000000000002,0,1.31e-06,10,0.233,-10.135,1,1953-01-01,0.0287,109.773,0.568,1953,3.6,1,1
2656,8256,0.5529999999999999,0.637,0.593,0,2.6600000000000003e-05,9,0.204,-7.6,1,1999-01-01,0.0662,139.708,0.971,1999,3.6,3,1
2657,2716,0.02,0.441,0.94,1,3.4200000000000005e-05,2,0.349,-5.807,1,2017-06-09,0.0531,175.218,0.759,2017,2.4,1,6
2658,1768,0.9690000000000001,0.314,0.0855,0,0.139125,9,0.16,-15.775,1,2020-09-16,0.0342,69.893,0.161,2020,1.2,1,9
2659,5905,0.504,0.534,0.695,0,0.000661,0,0.075,-11.782,1,1960-01-10,0.0375,124.353,0.963,1960,2.5,2,1
2660,3386,0.568,0.561,0.247,0,0.0,0,0.0691,-14.897,1,1981-01-01,0.0257,88.32700000000001,0.312,1981,3.3,2,1
2661,14176,0.992,0.34,0.285,0,0.139125,2,0.156,-19.857,1,1949-01-01,0.0522,128.14700000000002,0.0935,1949,0.7,1,1
2662,5291,0.0909,0.40700000000000003,0.612,0,0.0,4,0.0914,-5.359,1,2001-01-01,0.0496,159.52700000000002,0.133,2001,4.1,4,1
2663,3089,0.382,0.546,0.45299999999999996,0,3.9e-05,7,0.106,-13.04,1,2020-11-12,0.121,104.53200000000001,0.74,2020,4.0,5,11
2664,5269,0.9309999999999999,0.41,0.141,0,0.0898,2,0.11800000000000001,-18.564,1,2018-04-18,0.0337,149.884,0.239,2018,3.4,4,4
2665,1232,0.862,0.414,0.0889,0,0.0,7,0.0929,-20.327,1,1962-01-01,0.0335,84.21600000000001,0.5479999999999999,1962,2.4,3,1
2666,12032,0.895,0.61,0.215,0,1.36e-05,0,0.147,-14.132,1,1933-01-01,0.0443,101.02600000000001,0.593,1933,2.9,1,1
2667,4883,0.505,0.6,0.872,0,0.00145,1,0.168,-4.166,1,2006-02-28,0.141,147.708,0.823,2006,6.650000000000001,3,2
2668,10011,0.655,0.632,0.10300000000000001,1,0.0,11,0.4857,-19.320999999999998,0,1940-01-01,0.1452,168.921,0.703,1940,1.8,1,1
2669,4692,0.0193,0.816,0.7290000000000001,1,7.76e-06,2,0.182,-6.274,1,2014-01-01,0.0459,111.98899999999999,0.298,2014,3.3,3,1
2670,7857,0.9890000000000001,0.609,0.366,0,0.139125,1,0.23600000000000002,-9.488999999999999,1,1930-11-20,0.1452,70.741,0.892,1930,2.9,1,11
2671,9313,0.127,0.61,0.914,0,0.139125,11,0.34,-4.158,0,2008-01-01,0.0397,168.071,0.74,2008,2.9,3,1
2672,4323,0.0304,0.5770000000000001,0.9059999999999999,0,0.0,8,0.18899999999999997,-3.673,1,2009-01-01,0.0583,152.946,0.6920000000000001,2009,3.7,4,1
2673,6175,0.24,0.479,0.725,0,1.1900000000000001e-05,4,0.158,-5.615,0,1971-01-01,0.0298,126.727,0.595,1971,6.4,3,1
2674,14063,0.0528,0.82,0.653,0,3.5e-06,0,0.0997,-8.251,1,2001-10-23,0.0287,129.03,0.892,2001,4.3,4,10
2675,2143,0.00487,0.765,0.782,0,0.0037700000000000003,6,0.4857,-5.954,1,2013-12-28,0.0856,130.00799999999998,0.48200000000000004,2013,5.5,1,12
2676,7115,0.6659999999999999,0.631,0.13699999999999998,1,0.0,11,0.46399999999999997,-18.276,0,1940-01-01,0.1452,171.71400000000003,0.645,1940,2.4,1,1
2677,9213,0.0017399999999999998,0.588,0.7509999999999999,0,6.57e-05,0,0.353,-7.587999999999999,1,2013-01-01,0.0328,136.97899999999998,0.52,2013,3.5,3,1
2678,125,0.0363,0.529,0.848,0,0.0,8,0.172,-3.833,1,2019-06-14,0.0427,143.954,0.75,2019,3.8,4,6
2679,1493,0.312,0.6509999999999999,0.691,0,0.0,0,0.233,-7.577999999999999,1,2017-08-12,0.0706,147.049,0.6609999999999999,2017,4.2,1,8
2680,175,0.0856,0.428,0.92,0,0.0,11,0.177,-3.852,1,2010-01-01,0.054000000000000006,89.895,0.45299999999999996,2010,3.5,3,1
2681,11217,2.9600000000000005e-05,0.529,0.884,0,0.0361,8,0.385,-11.425,1,2007-12-27,0.0421,137.97,0.767,2007,1.5,1,12
2682,13178,0.72,0.546,0.379,0,5.84e-06,5,0.154,-11.183,1,1965-05-14,0.0272,100.33,0.41200000000000003,1965,2.5,1,5
2683,10672,0.00271,0.684,0.953,0,0.0098,3,0.207,-7.888999999999999,0,1986-09-24,0.0318,131.67,0.636,1986,3.1,2,9
2684,3178,0.99,0.414,0.132,0,0.131,2,0.105,-17.25,1,1948-01-01,0.0354,93.301,0.267,1948,3.3,1,1
2685,8864,0.995,0.623,0.0433,0,0.139125,2,0.109,-23.079,0,1940-01-01,0.0415,74.893,0.41200000000000003,1940,3.3,1,1
2686,14433,0.00107,0.33799999999999997,0.8909999999999999,0,9.279999999999999e-05,11,0.371,-4.422,1,1987-01-09,0.0441,177.18,0.5720000000000001,1987,3.8,3,1
2687,7180,0.40700000000000003,0.515,0.309,0,0.139125,11,0.0939,-15.859000000000002,0,1979-01-01,0.0286,77.581,0.5429999999999999,1979,3.4,2,1
2688,14928,0.945,0.24100000000000002,0.13699999999999998,0,0.139125,5,0.153,-19.618,0,1928-01-01,0.0284,87.03299999999999,0.242,1928,2.7,1,1
2689,3767,0.14,0.682,0.518,0,1.18e-05,2,0.0878,-11.317,1,1976-09-28,0.038,101.166,0.763,1976,3.8,3,9
2690,13780,0.69,0.701,0.20800000000000002,1,1.65e-06,1,0.0965,-16.951,1,1948-01-01,0.1452,135.715,0.5589999999999999,1948,1.6,1,1
2691,449,0.33399999999999996,0.7120000000000001,0.7140000000000001,0,0.139125,1,0.106,-6.099,0,2003-01-01,0.0369,151.393,0.7390000000000001,2003,2.9,3,1
2692,11636,0.24100000000000002,0.43700000000000006,0.35200000000000004,0,0.00179,7,0.133,-13.979000000000001,1,1994-07-14,0.0358,118.13600000000001,0.15,1994,3.6,2,7
2693,11410,0.9179999999999999,0.43,0.373,0,0.139125,0,0.11199999999999999,-12.862,0,2002-01-01,0.0634,90.367,0.6659999999999999,2002,2.9,3,1
2694,9026,0.00821,0.691,0.5870000000000001,0,0.138,4,0.071,-8.423,0,1996-01-01,0.028999999999999998,102.01100000000001,0.759,1996,4.1,3,1
2695,6538,0.113,0.47600000000000003,0.857,0,0.0,7,0.135,-5.733,1,2015-01-01,0.0432,169.975,0.5429999999999999,2015,3.7,3,1
2696,6012,0.9840000000000001,0.242,0.609,0,0.00576,6,0.4857,-7.357,1,1943-10-14,0.0539,96.48200000000001,0.376,1943,2.6,1,10
2697,12071,0.787,0.529,0.484,0,3.59e-06,4,0.141,-10.347999999999999,1,1994-10-15,0.0342,81.053,0.5710000000000001,1994,4.1,3,10
2698,10715,0.107,0.47600000000000003,0.585,0,1.4300000000000002e-05,11,0.149,-14.210999999999999,0,1993-01-01,0.0478,110.275,0.523,1993,3.8,4,1
2699,5754,0.718,0.7859999999999999,0.386,0,0.000588,5,0.128,-8.911,0,2020-11-12,0.0395,115.035,0.537,2020,4.4,1,11
2700,9942,0.461,0.42100000000000004,0.405,0,0.0922,7,0.0708,-10.448,1,1970-11-27,0.0301,131.13299999999998,0.23399999999999999,1970,4.8,2,11
2701,1456,0.825,0.6829999999999999,0.24600000000000002,1,0.0,4,0.12300000000000001,-16.05,1,1931-01-01,0.1452,94.5,0.461,1931,2.4,1,1
2702,12897,0.000364,0.436,0.62,0,0.139125,10,0.11,-11.729000000000001,0,1984-01-01,0.037000000000000005,94.209,0.413,1984,6.650000000000001,3,1
2703,14554,0.49200000000000005,0.693,0.526,0,0.0,4,0.11,-4.328,1,2015-07-10,0.0295,85.012,0.5760000000000001,2015,3.1,4,7
2704,7534,0.109,0.493,0.93,0,0.0,1,0.0825,-7.11,1,1977-06-30,0.107,137.013,0.498,1977,3.5,2,6
2705,15916,0.14400000000000002,0.341,0.82,0,0.139125,7,0.0982,-7.034,1,1961-01-06,0.0306,149.756,0.9670000000000001,1961,2.0,2,1
2706,7657,0.0977,0.7090000000000001,0.726,1,0.0,7,0.301,-7.129,1,2006-01-01,0.0411,92.006,0.40399999999999997,2006,3.0,4,1
2707,7410,0.9109999999999999,0.191,0.0679,0,0.0315,0,0.0754,-15.114,1,1987-01-01,0.0401,81.107,0.0624,1987,3.4,2,1
2708,11839,0.578,0.622,0.253,0,3.17e-05,6,0.121,-15.527000000000001,1,2002-03-10,0.0378,130.143,0.716,2002,1.8,2,3
2709,9968,0.434,0.631,0.633,0,0.000721,9,0.11,-5.718999999999999,0,1992-01-01,0.0315,81.691,0.7609999999999999,1992,3.6,3,1
2710,2479,6.97e-05,0.392,0.965,0,0.0427,10,0.106,-4.441,0,2006-01-01,0.063,167.09400000000002,0.298,2006,3.3,4,1
2711,15147,0.51,0.44799999999999995,0.366,0,5.23e-06,10,0.0594,-13.204,1,1991-01-01,0.0319,183.016,0.353,1991,4.0,2,1
2712,13664,0.145,0.768,0.753,0,0.0036799999999999997,0,0.0907,-5.905,1,2003-01-01,0.12,94.977,0.7290000000000001,2003,3.1,3,1
2713,2025,0.991,0.774,0.371,0,0.139125,0,0.315,-12.225,1,1937-01-18,0.0608,115.689,0.963,1937,2.9,1,1
2714,8161,0.0235,0.159,0.946,0,8.06e-06,9,0.387,-5.756,1,1992-09-29,0.0629,164.997,0.309,1992,2.5,4,9
2715,15321,0.501,0.61,0.8540000000000001,0,0.0,7,0.0589,-4.614,1,2007-04-06,0.1452,155.13299999999998,0.836,2007,3.0,3,4
2716,7101,0.7140000000000001,0.49700000000000005,0.43200000000000005,0,0.0,1,0.4857,-10.850999999999999,1,1990-10-25,0.0928,73.251,0.654,1990,2.8,3,10
2717,11438,0.006940000000000001,0.64,0.6859999999999999,1,2.24e-06,7,0.10300000000000001,-5.962000000000001,0,2013-05-17,0.0425,75.673,0.318,2013,4.4,3,5
2718,10926,0.204,0.759,0.696,0,0.00611,5,0.0612,-7.087999999999999,1,1978-01-01,0.0892,115.194,0.907,1978,3.6,2,1
2719,10825,0.516,0.6579999999999999,0.525,0,0.0,2,0.0936,-10.368,0,1994-01-01,0.0632,174.16,0.836,1994,2.8,4,1
2720,8694,0.0233,0.623,0.677,0,0.0,5,0.0724,-5.215,1,2013-05-08,0.0639,151.804,0.182,2013,3.5,3,5
2721,6929,0.483,0.665,0.105,1,0.0,6,0.47200000000000003,-17.357,0,1935-01-01,0.1452,93.432,0.705,1935,1.9,1,1
2722,1760,0.35,0.344,0.325,0,0.0223,11,0.0686,-10.005,0,1996-02-28,0.0287,118.515,0.0775,1996,5.2,4,2
2723,11731,0.995,0.733,0.32899999999999996,0,0.139125,8,0.188,-11.362,1,1948-12-31,0.1452,120.446,0.8420000000000001,1948,2.8,1,12
2724,2055,0.00925,0.718,0.757,0,0.10400000000000001,2,0.0851,-11.869000000000002,1,1994-06-13,0.0327,123.473,0.6459999999999999,1994,4.2,3,6
2725,15921,0.7809999999999999,0.768,0.446,0,0.0,7,0.063,-5.985,1,1978-01-01,0.0447,92.06700000000001,0.775,1978,3.1,2,1
2726,11187,0.67,0.542,0.588,0,0.139125,2,0.24100000000000002,-9.267999999999999,1,1977-01-01,0.0665,113.948,0.8809999999999999,1977,4.0,3,1
2727,6777,0.55,0.5489999999999999,0.342,0,0.0,5,0.138,-12.737,1,1966-01-01,0.0305,110.079,0.602,1966,3.1,2,1
2728,5261,0.299,0.7020000000000001,0.7929999999999999,1,0.0,1,0.121,-6.72,1,1994-05-23,0.1452,98.02600000000001,0.535,1994,3.3,3,5
2729,4552,0.991,0.31,0.255,0,0.139125,10,0.131,-15.994000000000002,1,1944-01-01,0.0683,78.355,0.5589999999999999,1944,3.4,1,1
2730,4107,0.18100000000000002,0.637,0.33299999999999996,0,0.0,3,0.147,-9.603,1,1983-08-08,0.0262,84.34700000000001,0.588,1983,3.6,4,8
2731,7641,0.94,0.525,0.124,0,2.54e-06,11,0.0975,-14.847000000000001,0,1964-04-20,0.0401,85.354,0.132,1964,3.3,2,4
2732,10943,0.00491,0.579,0.687,0,0.0,6,0.18100000000000002,-8.23,0,2021-01-22,0.0618,168.157,0.392,2021,3.9,1,1
2733,16135,0.976,0.253,0.122,0,0.139125,6,0.2,-15.882,1,1930-01-01,0.044000000000000004,74.617,0.336,1930,3.3,1,1
2734,1890,0.435,0.223,0.523,1,0.139125,0,0.225,-9.281,0,2017-08-18,0.0466,179.83,0.15,2017,6.650000000000001,4,8
2735,9305,0.975,0.636,0.121,0,4.29e-05,11,0.14,-14.187000000000001,1,1971-06-22,0.0336,111.469,0.304,1971,3.5,3,6
2736,12194,0.877,0.612,0.0743,0,0.0,7,0.105,-23.633000000000003,1,1951-05-18,0.1452,98.46600000000001,0.255,1951,2.1,1,5
2737,4219,0.526,0.544,0.4,0,0.0378,2,0.0716,-12.504000000000001,1,1975-02-24,0.0439,76.982,0.264,1975,6.5,3,2
2738,1926,0.228,0.685,0.623,0,0.00234,8,0.0295,-11.145999999999999,1,1975-01-01,0.042,126.73899999999999,0.8959999999999999,1975,2.9,4,1
2739,14150,0.688,0.498,0.314,0,0.00037999999999999997,4,0.4857,-15.725999999999999,0,1968-01-07,0.105,100.947,0.617,1968,2.3,2,1
2740,1421,0.10099999999999999,0.49,0.373,1,0.000105,8,0.128,-9.762,1,2014-06-20,0.1452,121.889,0.34600000000000003,2014,4.3,4,6
2741,2423,0.195,0.537,0.573,0,0.00042699999999999997,3,0.139,-8.905,1,1968-12-31,0.0351,138.247,0.745,1968,3.8,2,12
2742,5389,0.47,0.44799999999999995,0.541,1,0.0,4,0.1,-11.34,0,2017-05-16,0.1452,81.92,0.237,2017,3.5,4,5
2743,9455,0.00292,0.22,0.708,0,0.0267,7,0.102,-9.051,1,1984-01-01,0.035,66.214,0.45299999999999996,1984,3.7,4,1
2744,5683,0.0286,0.5760000000000001,0.6970000000000001,0,1.15e-06,10,0.16699999999999998,-4.192,1,2006-04-09,0.1452,175.90599999999998,0.501,2006,3.8,4,4
2745,831,0.0252,0.885,0.489,0,0.0,4,0.0523,-16.975,0,1979-01-01,0.1452,115.898,0.893,1979,4.4,2,1
2746,919,0.976,0.609,0.314,0,0.0222,2,0.115,-10.7,1,1920-01-01,0.0532,116.98299999999999,0.887,1920,3.5,1,1
2747,8978,0.0914,0.499,0.561,0,0.0,9,0.111,-5.553,1,1985-01-01,0.0299,122.444,0.27,1985,5.1,2,1
2748,1548,0.0883,0.7909999999999999,0.706,0,6.52e-05,0,0.147,-5.222,0,2019-12-20,0.04,121.978,0.525,2019,3.3,2,12
2749,15349,0.828,0.49700000000000005,0.19399999999999998,0,1.88e-05,5,0.102,-17.237000000000002,1,1964-10-19,0.0364,105.656,0.511,1964,2.2,3,10
2750,7516,0.9329999999999999,0.35600000000000004,0.133,0,7.31e-06,5,0.11199999999999999,-14.686,1,1975-11-21,0.0304,77.34899999999999,0.23800000000000002,1975,3.6,3,11
2751,14103,0.00314,0.696,0.9209999999999999,1,5.24e-05,0,0.0842,-3.755,1,2009-05-11,0.0363,119.001,0.7140000000000001,2009,4.9,4,5
2752,13894,0.0153,0.581,0.521,0,3.5600000000000005e-05,10,0.47200000000000003,-10.988,1,1990-01-01,0.0315,128.55,0.33299999999999996,1990,6.650000000000001,3,1
2753,4621,0.0206,0.77,0.6409999999999999,0,0.00022999999999999998,10,0.106,-6.077000000000001,0,2009-01-01,0.035,96.98,0.639,2009,3.2,4,1
2754,2877,0.0824,0.39,0.728,0,0.00121,5,0.19399999999999998,-13.037,0,1989-06-06,0.0367,99.926,0.7040000000000001,1989,4.6,3,6
2755,3042,0.995,0.38299999999999995,0.139,0,0.139125,0,0.17300000000000001,-22.653000000000002,0,1963-01-01,0.0527,148.845,0.92,1963,2.9,1,1
2756,4881,0.9059999999999999,0.221,0.382,0,0.11699999999999999,5,0.239,-15.935,1,1945-01-01,0.0432,83.88600000000001,0.177,1945,1.8,1,1
2757,703,0.645,0.469,0.441,0,0.0363,2,0.354,-12.429,1,1993-05-10,0.0307,170.53599999999997,0.397,1993,5.9,2,5
2758,6908,0.17800000000000002,0.8220000000000001,0.8540000000000001,0,0.0057399999999999994,8,0.0343,-6.7,1,1980-01-02,0.1452,111.301,0.691,1980,4.7,3,1
2759,7315,0.0314,0.6459999999999999,0.634,0,0.0273,8,0.0656,-7.922000000000001,1,1965-03-12,0.0317,106.31200000000001,0.8759999999999999,1965,3.0,1,3
2760,7267,0.948,0.122,0.0563,0,0.139125,2,0.4857,-19.202,1,1984-01-01,0.0374,73.815,0.0887,1984,6.1,2,1
2761,14857,0.0201,0.5660000000000001,0.848,0,0.0,7,0.21600000000000003,-4.103,1,2006-06-25,0.0376,117.02,0.268,2006,3.1,3,6
2762,1720,0.629,0.789,0.28300000000000003,0,0.0134,0,0.09699999999999999,-11.679,1,2014-02-18,0.0354,77.57600000000001,0.406,2014,3.6,4,2
2763,4841,0.6559999999999999,0.568,0.452,0,0.000138,11,0.4857,-15.029000000000002,1,1989-09-29,0.0333,129.012,0.966,1989,3.8,2,9
2764,14289,0.0186,0.451,0.49700000000000005,0,0.000505,8,0.395,-7.694,0,1996-04-06,0.0311,135.298,0.397,1996,5.3,3,4
2765,8184,0.0116,0.677,0.873,0,0.00402,2,0.0747,-5.752000000000001,1,1977-04-11,0.0294,130.79,0.912,1977,2.5,2,4
2766,5673,0.133,0.807,0.319,0,0.000338,0,0.10099999999999999,-8.152000000000001,0,2018-06-29,0.0581,94.992,0.299,2018,3.0,4,6
2767,8250,0.271,0.51,0.657,0,0.139125,0,0.278,-9.116,1,1967-01-01,0.05,141.115,0.499,1967,1.9,2,1
2768,8952,0.000306,0.7190000000000001,0.698,0,0.139125,11,0.318,-6.718999999999999,1,1995-09-24,0.0366,100.927,0.7809999999999999,1995,3.7,2,9
2769,4414,0.937,0.402,0.125,0,0.0006490000000000001,3,0.107,-16.256,1,1996-06-18,0.0303,105.77600000000001,0.161,1996,3.6,3,6
2770,14313,0.0167,0.647,0.904,0,3.36e-06,7,0.0587,-5.193,1,1999-01-01,0.0434,118.948,0.551,1999,4.2,2,1
2771,1095,0.978,0.201,0.183,0,0.000188,3,0.11599999999999999,-14.776,1,1980-01-01,0.0414,91.619,0.105,1980,5.2,2,1
2772,9678,0.0645,0.308,0.747,0,8.27e-05,0,0.431,-5.434,1,1993-01-01,0.037000000000000005,139.454,0.278,1993,5.9,4,1
2773,1710,0.131,0.688,0.716,0,0.0,4,0.134,-4.001,0,1999-10-08,0.0297,96.04299999999999,0.35200000000000004,1999,4.1,3,10
2774,13955,0.985,0.49,0.00358,0,0.139125,0,0.0651,-24.282749999999997,1,2019-02-26,0.1452,106.243,0.737,2019,2.4,1,2
2775,8786,0.9840000000000001,0.883,0.0185,0,0.139125,3,0.0854,-20.794,1,2021-01-01,0.1452,130.026,0.141,2021,2.2,1,1
2776,8926,0.318,0.652,0.643,1,2.87e-06,9,0.20800000000000002,-5.667000000000001,0,2018-04-27,0.0353,104.932,0.109,2018,3.8,4,4
2777,8531,0.0374,0.27399999999999997,0.7859999999999999,0,0.0,7,0.14300000000000002,-2.354,1,2007-04-17,0.0333,161.061,0.146,2007,4.0,4,4
2778,13763,0.00507,0.508,0.6859999999999999,0,0.00232,11,0.258,-10.722000000000001,1,1990-01-01,0.0295,134.991,0.762,1990,3.5,2,1
